name,label,state
dia18_utt3,joy,train
dia18_utt4,neutral,train
dia18_utt5,joy,train
dia18_utt6,fear,train
dia18_utt7,neutral,train
dia18_utt8,sadness,train
dia18_utt9,surprise,train
dia18_utt10,fear,train
dia19_utt0,neutral,train
dia19_utt1,neutral,train
dia20_utt0,neutral,train
dia20_utt1,joy,train
dia20_utt2,joy,train
dia20_utt3,joy,train
dia20_utt4,joy,train
dia20_utt5,joy,train
dia20_utt6,joy,train
dia20_utt7,joy,train
dia20_utt8,neutral,train
dia20_utt9,neutral,train
dia20_utt10,neutral,train
dia20_utt11,neutral,train
dia20_utt12,joy,train
dia20_utt14,joy,train
dia20_utt15,surprise,train
dia20_utt16,neutral,train
dia21_utt0,surprise,train
dia21_utt1,neutral,train
dia21_utt2,joy,train
dia21_utt3,surprise,train
dia21_utt4,neutral,train
dia21_utt5,surprise,train
dia21_utt6,anger,train
dia21_utt7,neutral,train
dia21_utt8,disgust,train
dia21_utt9,neutral,train
dia21_utt10,neutral,train
dia21_utt11,disgust,train
dia21_utt12,neutral,train
dia21_utt13,joy,train
dia22_utt0,disgust,train
dia22_utt1,neutral,train
dia22_utt2,surprise,train
dia22_utt3,neutral,train
dia23_utt0,surprise,train
dia23_utt1,anger,train
dia23_utt2,surprise,train
dia23_utt3,joy,train
dia23_utt4,neutral,train
dia23_utt5,neutral,train
dia23_utt6,neutral,train
dia23_utt7,neutral,train
dia23_utt8,surprise,train
dia24_utt0,neutral,train
dia24_utt1,neutral,train
dia24_utt2,neutral,train
dia24_utt3,joy,train
dia24_utt4,surprise,train
dia24_utt5,neutral,train
dia24_utt6,neutral,train
dia24_utt7,joy,train
dia24_utt8,fear,train
dia25_utt0,joy,train
dia25_utt1,joy,train
dia25_utt2,joy,train
dia25_utt3,joy,train
dia25_utt4,neutral,train
dia25_utt5,neutral,train
dia25_utt6,neutral,train
dia25_utt7,neutral,train
dia25_utt8,neutral,train
dia25_utt9,neutral,train
dia25_utt10,neutral,train
dia25_utt11,surprise,train
dia25_utt12,neutral,train
dia25_utt13,neutral,train
dia26_utt0,surprise,train
dia26_utt1,neutral,train
dia26_utt2,surprise,train
dia26_utt3,neutral,train
dia26_utt4,neutral,train
dia26_utt5,joy,train
dia26_utt6,joy,train
dia26_utt7,joy,train
dia26_utt8,neutral,train
dia26_utt9,neutral,train
dia26_utt10,neutral,train
dia26_utt11,sadness,train
dia26_utt12,neutral,train
dia26_utt13,neutral,train
dia27_utt0,sadness,train
dia27_utt1,joy,train
dia28_utt0,anger,train
dia28_utt1,anger,train
dia28_utt3,joy,train
dia28_utt4,fear,train
dia28_utt5,joy,train
dia28_utt6,fear,train
dia28_utt7,sadness,train
dia29_utt0,surprise,train
dia29_utt1,joy,train
dia29_utt2,neutral,train
dia29_utt3,joy,train
dia29_utt4,surprise,train
dia29_utt6,anger,train
dia29_utt7,anger,train
dia29_utt8,anger,train
dia29_utt9,neutral,train
dia29_utt10,anger,train
dia29_utt11,anger,train
dia29_utt12,surprise,train
dia29_utt13,neutral,train
dia30_utt0,neutral,train
dia30_utt1,joy,train
dia30_utt2,neutral,train
dia30_utt3,neutral,train
dia30_utt4,anger,train
dia30_utt5,surprise,train
dia30_utt6,anger,train
dia30_utt7,fear,train
dia30_utt8,neutral,train
dia30_utt9,neutral,train
dia30_utt10,neutral,train
dia30_utt11,fear,train
dia30_utt12,neutral,train
dia30_utt13,neutral,train
dia30_utt14,anger,train
dia30_utt15,surprise,train
dia31_utt0,neutral,train
dia31_utt1,neutral,train
dia31_utt2,neutral,train
dia31_utt3,neutral,train
dia32_utt0,surprise,train
dia32_utt1,neutral,train
dia32_utt2,surprise,train
dia32_utt3,neutral,train
dia32_utt4,surprise,train
dia32_utt6,surprise,train
dia32_utt8,neutral,train
dia32_utt9,surprise,train
dia32_utt10,joy,train
dia32_utt11,joy,train
dia32_utt12,anger,train
dia32_utt13,anger,train
dia32_utt14,anger,train
dia32_utt15,neutral,train
dia32_utt16,neutral,train
dia32_utt17,fear,train
dia32_utt18,neutral,train
dia33_utt0,fear,train
dia33_utt1,joy,train
dia33_utt2,neutral,train
dia33_utt3,neutral,train
dia33_utt4,surprise,train
dia33_utt5,neutral,train
dia33_utt6,neutral,train
dia33_utt7,neutral,train
dia33_utt8,joy,train
dia33_utt9,joy,train
dia33_utt10,neutral,train
dia34_utt0,neutral,train
dia34_utt1,neutral,train
dia34_utt2,neutral,train
dia34_utt3,joy,train
dia34_utt4,neutral,train
dia34_utt5,neutral,train
dia34_utt6,neutral,train
dia34_utt8,neutral,train
dia34_utt9,surprise,train
dia34_utt10,neutral,train
dia34_utt11,neutral,train
dia34_utt12,neutral,train
dia34_utt13,disgust,train
dia35_utt0,surprise,train
dia35_utt1,joy,train
dia35_utt2,joy,train
dia35_utt3,joy,train
dia35_utt4,joy,train
dia35_utt5,joy,train
dia36_utt0,neutral,train
dia36_utt1,neutral,train
dia36_utt2,neutral,train
dia36_utt3,neutral,train
dia36_utt4,sadness,train
dia36_utt5,sadness,train
dia37_utt0,neutral,train
dia37_utt1,joy,train
dia37_utt2,joy,train
dia37_utt3,disgust,train
dia38_utt0,anger,train
dia38_utt1,neutral,train
dia38_utt2,joy,train
dia38_utt3,neutral,train
dia38_utt4,surprise,train
dia38_utt5,neutral,train
dia38_utt6,anger,train
dia38_utt7,surprise,train
dia38_utt8,surprise,train
dia38_utt9,surprise,train
dia38_utt10,surprise,train
dia38_utt11,surprise,train
dia39_utt0,anger,train
dia39_utt1,anger,train
dia39_utt2,surprise,train
dia39_utt3,anger,train
dia39_utt4,anger,train
dia39_utt5,anger,train
dia39_utt6,anger,train
dia39_utt7,joy,train
dia39_utt8,neutral,train
dia39_utt9,neutral,train
dia39_utt10,disgust,train
dia39_utt11,neutral,train
dia39_utt12,neutral,train
dia39_utt13,neutral,train
dia39_utt14,neutral,train
dia39_utt15,anger,train
dia39_utt16,anger,train
dia39_utt17,anger,train
dia39_utt18,anger,train
dia40_utt0,anger,train
dia40_utt1,anger,train
dia40_utt2,neutral,train
dia40_utt3,neutral,train
dia40_utt4,neutral,train
dia40_utt6,joy,train
dia40_utt7,neutral,train
dia40_utt8,disgust,train
dia40_utt9,fear,train
dia40_utt10,neutral,train
dia40_utt11,surprise,train
dia40_utt12,joy,train
dia40_utt13,sadness,train
dia40_utt14,sadness,train
dia41_utt0,sadness,train
dia41_utt1,surprise,train
dia41_utt2,neutral,train
dia41_utt3,neutral,train
dia41_utt4,neutral,train
dia41_utt5,surprise,train
dia41_utt6,neutral,train
dia41_utt7,neutral,train
dia41_utt8,neutral,train
dia41_utt9,neutral,train
dia41_utt10,neutral,train
dia41_utt11,neutral,train
dia41_utt12,disgust,train
dia41_utt13,neutral,train
dia41_utt15,surprise,train
dia42_utt0,neutral,train
dia42_utt1,surprise,train
dia43_utt0,neutral,train
dia43_utt1,neutral,train
dia43_utt2,neutral,train
dia43_utt3,neutral,train
dia43_utt4,neutral,train
dia43_utt5,neutral,train
dia43_utt6,neutral,train
dia44_utt0,neutral,train
dia44_utt1,surprise,train
dia44_utt2,neutral,train
dia45_utt0,sadness,train
dia45_utt1,disgust,train
dia45_utt2,neutral,train
dia45_utt3,anger,train
dia45_utt4,neutral,train
dia46_utt0,joy,train
dia46_utt1,surprise,train
dia46_utt2,anger,train
dia46_utt3,surprise,train
dia46_utt4,neutral,train
dia46_utt5,neutral,train
dia46_utt6,anger,train
dia46_utt7,surprise,train
dia46_utt8,joy,train
dia46_utt9,joy,train
dia46_utt10,neutral,train
dia46_utt11,fear,train
dia46_utt12,joy,train
dia46_utt13,surprise,train
dia46_utt14,joy,train
dia47_utt0,neutral,train
dia47_utt1,neutral,train
dia47_utt2,neutral,train
dia47_utt3,neutral,train
dia47_utt4,neutral,train
dia47_utt5,neutral,train
dia47_utt6,neutral,train
dia47_utt7,joy,train
dia47_utt8,neutral,train
dia47_utt9,neutral,train
dia47_utt11,surprise,train
dia47_utt12,neutral,train
dia47_utt13,surprise,train
dia47_utt14,neutral,train
dia47_utt15,joy,train
dia47_utt16,joy,train
dia47_utt17,neutral,train
dia48_utt0,neutral,train
dia49_utt0,neutral,train
dia49_utt1,neutral,train
dia49_utt2,anger,train
dia49_utt3,joy,train
dia49_utt4,fear,train
dia49_utt5,neutral,train
dia49_utt6,neutral,train
dia49_utt7,neutral,train
dia49_utt8,neutral,train
dia49_utt9,joy,train
dia49_utt10,neutral,train
dia49_utt11,neutral,train
dia49_utt12,sadness,train
dia49_utt13,surprise,train
dia49_utt14,neutral,train
dia49_utt15,surprise,train
dia49_utt17,neutral,train
dia49_utt18,surprise,train
dia49_utt19,neutral,train
dia49_utt20,surprise,train
dia49_utt21,anger,train
dia50_utt0,joy,train
dia50_utt1,anger,train
dia50_utt2,surprise,train
dia50_utt3,neutral,train
dia50_utt4,neutral,train
dia50_utt5,fear,train
dia50_utt6,fear,train
dia50_utt7,sadness,train
dia50_utt8,joy,train
dia50_utt9,surprise,train
dia50_utt10,surprise,train
dia50_utt11,neutral,train
dia50_utt12,neutral,train
dia50_utt13,anger,train
dia50_utt15,anger,train
dia50_utt16,neutral,train
dia51_utt0,neutral,train
dia51_utt1,sadness,train
dia51_utt2,neutral,train
dia51_utt3,disgust,train
dia51_utt4,anger,train
dia51_utt5,anger,train
dia51_utt6,anger,train
dia51_utt7,anger,train
dia51_utt8,anger,train
dia51_utt9,anger,train
dia51_utt10,anger,train
dia52_utt0,neutral,train
dia52_utt1,joy,train
dia52_utt2,neutral,train
dia52_utt3,neutral,train
dia52_utt4,neutral,train
dia52_utt5,neutral,train
dia52_utt6,neutral,train
dia52_utt7,neutral,train
dia52_utt8,neutral,train
dia52_utt9,neutral,train
dia52_utt10,neutral,train
dia52_utt11,neutral,train
dia53_utt0,joy,train
dia53_utt1,joy,train
dia53_utt2,neutral,train
dia53_utt3,neutral,train
dia53_utt4,neutral,train
dia53_utt5,neutral,train
dia53_utt6,joy,train
dia53_utt7,neutral,train
dia53_utt8,joy,train
dia54_utt0,disgust,train
dia54_utt1,sadness,train
dia54_utt2,anger,train
dia54_utt3,fear,train
dia54_utt4,fear,train
dia54_utt5,neutral,train
dia54_utt6,joy,train
dia54_utt7,anger,train
dia54_utt8,sadness,train
dia54_utt9,joy,train
dia54_utt10,neutral,train
dia54_utt11,neutral,train
dia54_utt12,fear,train
dia54_utt13,fear,train
dia54_utt14,sadness,train
dia54_utt15,sadness,train
dia54_utt16,sadness,train
dia54_utt17,joy,train
dia54_utt18,joy,train
dia54_utt19,joy,train
dia54_utt20,joy,train
dia54_utt21,neutral,train
dia54_utt22,joy,train
dia54_utt23,anger,train
dia55_utt0,joy,train
dia55_utt1,joy,train
dia55_utt2,neutral,train
dia55_utt3,surprise,train
dia55_utt4,neutral,train
dia55_utt5,joy,train
dia55_utt6,surprise,train
dia55_utt7,neutral,train
dia55_utt8,joy,train
dia55_utt9,joy,train
dia55_utt10,joy,train
dia55_utt11,joy,train
dia55_utt12,joy,train
dia55_utt13,joy,train
dia55_utt14,joy,train
dia55_utt15,joy,train
dia55_utt16,neutral,train
dia56_utt0,surprise,train
dia56_utt1,neutral,train
dia56_utt2,surprise,train
dia56_utt3,neutral,train
dia56_utt4,neutral,train
dia56_utt5,neutral,train
dia56_utt6,joy,train
dia57_utt1,neutral,train
dia57_utt2,fear,train
dia57_utt3,fear,train
dia58_utt0,neutral,train
dia58_utt1,neutral,train
dia58_utt2,surprise,train
dia58_utt3,neutral,train
dia58_utt4,anger,train
dia58_utt5,surprise,train
dia58_utt6,neutral,train
dia58_utt7,neutral,train
dia58_utt8,neutral,train
dia58_utt9,neutral,train
dia59_utt0,neutral,train
dia59_utt1,joy,train
dia59_utt2,neutral,train
dia59_utt3,joy,train
dia59_utt4,joy,train
dia59_utt5,joy,train
dia59_utt6,joy,train
dia59_utt7,joy,train
dia59_utt8,joy,train
dia59_utt9,joy,train
dia61_utt0,neutral,train
dia61_utt1,joy,train
dia61_utt2,joy,train
dia61_utt3,neutral,train
dia61_utt4,neutral,train
dia61_utt5,sadness,train
dia61_utt6,joy,train
dia61_utt7,sadness,train
dia61_utt8,joy,train
dia62_utt0,neutral,train
dia62_utt1,joy,train
dia62_utt2,neutral,train
dia62_utt3,joy,train
dia62_utt5,joy,train
dia62_utt6,neutral,train
dia62_utt7,neutral,train
dia62_utt8,neutral,train
dia62_utt9,surprise,train
dia62_utt10,surprise,train
dia62_utt11,neutral,train
dia63_utt0,joy,train
dia63_utt1,neutral,train
dia63_utt2,joy,train
dia63_utt3,surprise,train
dia63_utt4,joy,train
dia63_utt5,anger,train
dia63_utt6,neutral,train
dia63_utt7,sadness,train
dia64_utt0,anger,train
dia64_utt1,neutral,train
dia64_utt2,neutral,train
dia64_utt3,neutral,train
dia64_utt4,neutral,train
dia64_utt5,joy,train
dia64_utt6,neutral,train
dia64_utt7,joy,train
dia64_utt8,joy,train
dia64_utt9,anger,train
dia64_utt10,neutral,train
dia64_utt11,anger,train
dia64_utt12,neutral,train
dia65_utt0,joy,train
dia65_utt1,surprise,train
dia65_utt2,neutral,train
dia65_utt3,joy,train
dia66_utt1,neutral,train
dia66_utt2,neutral,train
dia66_utt3,neutral,train
dia66_utt4,neutral,train
dia66_utt5,surprise,train
dia66_utt6,neutral,train
dia66_utt7,neutral,train
dia66_utt8,sadness,train
dia66_utt9,joy,train
dia66_utt10,joy,train
dia66_utt11,sadness,train
dia66_utt12,neutral,train
dia67_utt0,surprise,train
dia67_utt1,neutral,train
dia67_utt2,joy,train
dia67_utt3,neutral,train
dia67_utt5,joy,train
dia67_utt6,sadness,train
dia67_utt7,joy,train
dia67_utt8,joy,train
dia67_utt9,neutral,train
dia67_utt10,joy,train
dia67_utt11,joy,train
dia67_utt12,neutral,train
dia67_utt13,neutral,train
dia67_utt14,neutral,train
dia67_utt15,anger,train
dia68_utt0,anger,train
dia68_utt1,joy,train
dia68_utt2,neutral,train
dia68_utt3,surprise,train
dia69_utt0,joy,train
dia69_utt1,neutral,train
dia69_utt2,neutral,train
dia69_utt3,surprise,train
dia69_utt4,sadness,train
dia69_utt5,neutral,train
dia69_utt6,anger,train
dia70_utt0,joy,train
dia70_utt1,neutral,train
dia70_utt2,neutral,train
dia70_utt3,neutral,train
dia70_utt4,neutral,train
dia70_utt5,anger,train
dia70_utt6,neutral,train
dia70_utt7,anger,train
dia70_utt8,anger,train
dia71_utt0,neutral,train
dia71_utt1,neutral,train
dia72_utt0,neutral,train
dia72_utt1,surprise,train
dia72_utt2,neutral,train
dia72_utt3,surprise,train
dia72_utt4,neutral,train
dia72_utt5,neutral,train
dia72_utt6,neutral,train
dia72_utt7,neutral,train
dia73_utt0,neutral,train
dia73_utt1,joy,train
dia73_utt2,joy,train
dia73_utt3,neutral,train
dia73_utt4,neutral,train
dia73_utt5,neutral,train
dia73_utt6,surprise,train
dia73_utt7,neutral,train
dia73_utt8,neutral,train
dia73_utt9,neutral,train
dia73_utt10,surprise,train
dia73_utt11,neutral,train
dia74_utt0,joy,train
dia74_utt1,neutral,train
dia74_utt2,neutral,train
dia74_utt3,neutral,train
dia74_utt4,disgust,train
dia74_utt5,anger,train
dia74_utt6,anger,train
dia75_utt0,neutral,train
dia76_utt0,neutral,train
dia76_utt1,neutral,train
dia76_utt2,neutral,train
dia76_utt3,neutral,train
dia76_utt4,neutral,train
dia76_utt5,joy,train
dia76_utt6,joy,train
dia76_utt7,sadness,train
dia77_utt0,neutral,train
dia77_utt1,neutral,train
dia77_utt2,neutral,train
dia77_utt3,neutral,train
dia77_utt4,joy,train
dia78_utt0,joy,train
dia78_utt1,anger,train
dia78_utt2,anger,train
dia78_utt3,neutral,train
dia78_utt4,fear,train
dia78_utt5,surprise,train
dia79_utt0,neutral,train
dia79_utt1,disgust,train
dia79_utt2,joy,train
dia79_utt3,surprise,train
dia79_utt4,neutral,train
dia79_utt5,disgust,train
dia79_utt6,neutral,train
dia79_utt7,neutral,train
dia80_utt0,neutral,train
dia80_utt1,joy,train
dia80_utt2,surprise,train
dia80_utt3,neutral,train
dia80_utt4,neutral,train
dia80_utt5,neutral,train
dia81_utt0,neutral,train
dia81_utt1,neutral,train
dia81_utt3,joy,train
dia81_utt4,fear,train
dia81_utt5,neutral,train
dia81_utt6,joy,train
dia81_utt8,joy,train
dia81_utt9,neutral,train
dia81_utt10,neutral,train
dia81_utt11,anger,train
dia81_utt12,neutral,train
dia81_utt13,anger,train
dia81_utt14,anger,train
dia81_utt15,anger,train
dia81_utt16,surprise,train
dia82_utt0,neutral,train
dia82_utt1,neutral,train
dia82_utt2,anger,train
dia82_utt3,disgust,train
dia82_utt4,sadness,train
dia82_utt5,neutral,train
dia82_utt6,disgust,train
dia82_utt7,neutral,train
dia82_utt9,disgust,train
dia82_utt10,neutral,train
dia82_utt11,neutral,train
dia83_utt0,neutral,train
dia83_utt1,neutral,train
dia83_utt2,anger,train
dia83_utt3,neutral,train
dia84_utt0,fear,train
dia84_utt1,anger,train
dia84_utt2,anger,train
dia84_utt3,anger,train
dia84_utt4,neutral,train
dia84_utt5,neutral,train
dia84_utt6,sadness,train
dia85_utt0,neutral,train
dia85_utt1,neutral,train
dia85_utt2,neutral,train
dia85_utt3,neutral,train
dia85_utt4,neutral,train
dia86_utt0,neutral,train
dia86_utt1,neutral,train
dia86_utt2,surprise,train
dia86_utt3,neutral,train
dia86_utt4,neutral,train
dia86_utt5,surprise,train
dia86_utt6,neutral,train
dia86_utt7,neutral,train
dia86_utt8,neutral,train
dia86_utt9,neutral,train
dia86_utt10,joy,train
dia87_utt0,sadness,train
dia87_utt1,neutral,train
dia87_utt2,sadness,train
dia87_utt3,sadness,train
dia87_utt4,joy,train
dia87_utt5,neutral,train
dia87_utt6,neutral,train
dia87_utt7,joy,train
dia87_utt8,joy,train
dia87_utt9,joy,train
dia88_utt0,neutral,train
dia88_utt1,joy,train
dia88_utt2,neutral,train
dia88_utt3,neutral,train
dia89_utt0,anger,train
dia89_utt1,neutral,train
dia89_utt2,joy,train
dia89_utt4,neutral,train
dia89_utt5,neutral,train
dia89_utt6,joy,train
dia89_utt7,joy,train
dia89_utt8,neutral,train
dia89_utt9,anger,train
dia89_utt10,surprise,train
dia89_utt11,anger,train
dia89_utt12,disgust,train
dia89_utt15,neutral,train
dia89_utt16,joy,train
dia90_utt0,surprise,train
dia91_utt0,anger,train
dia92_utt0,anger,train
dia92_utt1,neutral,train
dia93_utt0,neutral,train
dia93_utt1,neutral,train
dia93_utt2,neutral,train
dia93_utt3,surprise,train
dia93_utt4,neutral,train
dia93_utt5,surprise,train
dia93_utt6,disgust,train
dia93_utt7,surprise,train
dia94_utt0,neutral,train
dia94_utt1,neutral,train
dia94_utt2,fear,train
dia94_utt3,neutral,train
dia94_utt4,disgust,train
dia94_utt5,fear,train
dia94_utt6,anger,train
dia94_utt7,sadness,train
dia94_utt8,neutral,train
dia94_utt9,neutral,train
dia94_utt10,joy,train
dia94_utt11,joy,train
dia94_utt12,neutral,train
dia94_utt13,joy,train
dia94_utt14,neutral,train
dia94_utt15,joy,train
dia95_utt0,joy,train
dia95_utt1,surprise,train
dia95_utt2,neutral,train
dia95_utt3,neutral,train
dia95_utt4,joy,train
dia95_utt5,joy,train
dia95_utt6,surprise,train
dia95_utt7,surprise,train
dia95_utt8,anger,train
dia95_utt9,neutral,train
dia95_utt10,neutral,train
dia95_utt12,surprise,train
dia95_utt13,neutral,train
dia95_utt14,neutral,train
dia95_utt15,neutral,train
dia95_utt16,neutral,train
dia95_utt17,neutral,train
dia96_utt0,neutral,train
dia96_utt1,neutral,train
dia96_utt2,neutral,train
dia96_utt3,neutral,train
dia96_utt4,neutral,train
dia97_utt0,neutral,train
dia97_utt1,neutral,train
dia97_utt2,neutral,train
dia97_utt3,anger,train
dia98_utt1,neutral,train
dia99_utt0,joy,train
dia99_utt1,joy,train
dia99_utt2,joy,train
dia99_utt3,joy,train
dia99_utt4,neutral,train
dia99_utt5,fear,train
dia99_utt6,neutral,train
dia99_utt7,anger,train
dia99_utt8,joy,train
dia99_utt9,neutral,train
dia99_utt10,neutral,train
dia99_utt11,anger,train
dia99_utt12,neutral,train
dia99_utt13,joy,train
dia99_utt14,neutral,train
dia99_utt15,neutral,train
dia99_utt16,neutral,train
dia99_utt17,anger,train
dia99_utt18,neutral,train
dia100_utt0,neutral,train
dia100_utt1,neutral,train
dia100_utt2,neutral,train
dia100_utt3,fear,train
dia100_utt4,neutral,train
dia100_utt5,neutral,train
dia100_utt6,neutral,train
dia100_utt7,surprise,train
dia101_utt0,neutral,train
dia101_utt1,surprise,train
dia102_utt0,neutral,train
dia102_utt1,neutral,train
dia102_utt2,neutral,train
dia103_utt0,joy,train
dia103_utt1,neutral,train
dia103_utt2,surprise,train
dia103_utt3,joy,train
dia103_utt4,neutral,train
dia103_utt5,neutral,train
dia103_utt7,joy,train
dia104_utt0,surprise,train
dia104_utt1,joy,train
dia105_utt0,fear,train
dia105_utt1,surprise,train
dia106_utt0,neutral,train
dia106_utt1,surprise,train
dia106_utt2,neutral,train
dia106_utt3,neutral,train
dia106_utt4,neutral,train
dia106_utt5,fear,train
dia107_utt0,neutral,train
dia107_utt1,neutral,train
dia107_utt2,neutral,train
dia107_utt4,neutral,train
dia107_utt5,joy,train
dia107_utt6,neutral,train
dia107_utt7,neutral,train
dia107_utt8,neutral,train
dia107_utt9,neutral,train
dia107_utt10,neutral,train
dia108_utt0,neutral,train
dia108_utt1,neutral,train
dia108_utt2,joy,train
dia108_utt3,neutral,train
dia108_utt4,joy,train
dia108_utt5,neutral,train
dia108_utt6,neutral,train
dia109_utt0,neutral,train
dia109_utt1,disgust,train
dia109_utt3,anger,train
dia109_utt4,joy,train
dia109_utt5,joy,train
dia109_utt6,sadness,train
dia109_utt7,sadness,train
dia109_utt8,sadness,train
dia109_utt9,joy,train
dia109_utt10,neutral,train
dia109_utt11,neutral,train
dia109_utt12,neutral,train
dia109_utt13,neutral,train
dia109_utt14,neutral,train
dia109_utt15,anger,train
dia109_utt16,fear,train
dia109_utt17,fear,train
dia109_utt18,fear,train
dia109_utt19,surprise,train
dia109_utt20,anger,train
dia109_utt21,joy,train
dia110_utt0,neutral,train
dia110_utt1,surprise,train
dia110_utt2,surprise,train
dia110_utt3,anger,train
dia110_utt4,neutral,train
dia110_utt5,joy,train
dia111_utt0,joy,train
dia111_utt1,fear,train
dia111_utt2,joy,train
dia111_utt3,neutral,train
dia111_utt4,surprise,train
dia111_utt5,fear,train
dia111_utt6,fear,train
dia111_utt7,neutral,train
dia111_utt8,surprise,train
dia111_utt9,neutral,train
dia111_utt10,surprise,train
dia111_utt11,neutral,train
dia111_utt12,neutral,train
dia111_utt13,fear,train
